Date,"Time series"
2022-12-28,606
2022-12-29,541
2022-12-30,480
2022-12-31,361
2023-01-01,312
2023-01-02,569
2023-01-03,699
2023-01-04,723
2023-01-05,719
2023-01-06,616
2023-01-07,515
2023-01-08,612
2023-01-09,836
2023-01-10,842
2023-01-11,912
2023-01-12,822
2023-01-13,722
2023-01-14,484
2023-01-15,594
2023-01-16,778
2023-01-17,973
2023-01-18,901
2023-01-19,901
2023-01-20,798
2023-01-21,568
2023-01-22,549
2023-01-23,842
2023-01-24,895
2023-01-25,997
2023-01-26,760
2023-01-27,749
2023-01-28,602
2023-01-29,671
2023-01-30,898
2023-01-31,901
2023-02-01,791
2023-02-02,788
2023-02-03,756
2023-02-04,539
2023-02-05,519
2023-02-06,806
2023-02-07,761
2023-02-08,776
2023-02-09,840
2023-02-10,721
2023-02-11,560
2023-02-12,542
2023-02-13,887
2023-02-14,874
2023-02-15,881
2023-02-16,879
2023-02-17,783
2023-02-18,481
2023-02-19,554
2023-02-20,820
2023-02-21,962
2023-02-22,892
2023-02-23,822
2023-02-24,807
2023-02-25,540
2023-02-26,577
2023-02-27,841
2023-02-28,846
2023-03-01,827
2023-03-02,794
2023-03-03,824
2023-03-04,554
2023-03-05,474
2023-03-06,759
2023-03-07,747
2023-03-08,800
2023-03-09,852
2023-03-10,670
2023-03-11,566
2023-03-12,571
2023-03-13,855
2023-03-14,818
2023-03-15,944
2023-03-16,829
2023-03-17,809
2023-03-18,482
2023-03-19,619
2023-03-20,872
2023-03-21,850
2023-03-22,857
2023-03-23,844
2023-03-24,754
2023-03-25,626
2023-03-26,551
2023-03-27,892
2023-03-28,943
2023-03-29,862
2023-03-30,861
2023-03-31,777
2023-04-01,468
2023-04-02,551
2023-04-03,816
2023-04-04,707
2023-04-05,760
2023-04-06,702
2023-04-07,560
2023-04-08,462
2023-04-09,470
2023-04-10,645
2023-04-11,753
2023-04-12,785
2023-04-13,718
2023-04-14,672
2023-04-15,487
2023-04-16,491
2023-04-17,807
2023-04-18,862
2023-04-19,817
2023-04-20,731
2023-04-21,761
2023-04-22,504
2023-04-23,579
2023-04-24,723
2023-04-25,762
2023-04-26,857
2023-04-27,770
2023-04-28,706
2023-04-29,486
2023-04-30,497
2023-05-01,617
2023-05-02,831
2023-05-03,817
2023-05-04,884
2023-05-05,758
2023-05-06,512
2023-05-07,507
2023-05-08,801
2023-05-09,838
2023-05-10,825
2023-05-11,816
2023-05-12,726
2023-05-13,433
2023-05-14,466
2023-05-15,825
2023-05-16,882
2023-05-17,678
2023-05-18,743
2023-05-19,661
2023-05-20,470
2023-05-21,566
2023-05-22,788
2023-05-23,776
2023-05-24,768
2023-05-25,803
2023-05-26,691
2023-05-27,493
2023-05-28,424
2023-05-29,641
2023-05-30,763
2023-05-31,818
2023-06-01,723
2023-06-02,667
2023-06-03,403
2023-06-04,431
2023-06-05,654
2023-06-06,841
2023-06-07,844
2023-06-08,764
2023-06-09,614
2023-06-10,468
2023-06-11,451
2023-06-12,721
2023-06-13,692
2023-06-14,788
2023-06-15,761
2023-06-16,626
2023-06-17,449
2023-06-18,496
2023-06-19,775
2023-06-20,710
2023-06-21,770
2023-06-22,677
2023-06-23,678
2023-06-24,432
2023-06-25,497
2023-06-26,831
2023-06-27,799
2023-06-28,687
2023-06-29,680
2023-06-30,508
2023-07-01,352
2023-07-02,394
2023-07-03,661
2023-07-04,641
2023-07-05,721
2023-07-06,679
2023-07-07,576
2023-07-08,447
2023-07-09,446
2023-07-10,715
2023-07-11,772
2023-07-12,704
2023-07-13,662
2023-07-14,634
2023-07-15,390
2023-07-16,492
2023-07-17,660
2023-07-18,737
2023-07-19,688
2023-07-20,615
2023-07-21,572
2023-07-22,421
2023-07-23,422
2023-07-24,683
2023-07-25,720
2023-07-26,723
2023-07-27,654
2023-07-28,611
2023-07-29,404
2023-07-30,446
2023-07-31,600
2023-08-01,692
2023-08-02,660
2023-08-03,713
2023-08-04,604
2023-08-05,406
2023-08-06,436
2023-08-07,696
2023-08-08,671
2023-08-09,731
2023-08-10,642
2023-08-11,533
2023-08-12,408
2023-08-13,387
2023-08-14,591
2023-08-15,547
2023-08-16,544
2023-08-17,628
2023-08-18,552
2023-08-19,362
2023-08-20,416
2023-08-21,604
2023-08-22,738
2023-08-23,606
2023-08-24,612
2023-08-25,594
2023-08-26,370
2023-08-27,382
2023-08-28,594
2023-08-29,675
2023-08-30,689
2023-08-31,691
2023-09-01,589
2023-09-02,377
2023-09-03,399
2023-09-04,640
2023-09-05,683
2023-09-06,777
2023-09-07,767
2023-09-08,602
2023-09-09,381
2023-09-10,439
2023-09-11,706
2023-09-12,775
2023-09-13,711
2023-09-14,701
2023-09-15,565
2023-09-16,402
2023-09-17,431
2023-09-18,676
2023-09-19,677
2023-09-20,708
2023-09-21,657
2023-09-22,630
2023-09-23,414
2023-09-24,458
2023-09-25,683
2023-09-26,676
2023-09-27,784
2023-09-28,671
2023-09-29,590
2023-09-30,445
2023-10-01,493
2023-10-02,659
2023-10-03,656
2023-10-04,687
2023-10-05,706
2023-10-06,648
2023-10-07,394
2023-10-08,485
2023-10-09,691
2023-10-10,654
2023-10-11,742
2023-10-12,728
2023-10-13,608
2023-10-14,446
2023-10-15,481
2023-10-16,718
2023-10-17,744
2023-10-18,687
2023-10-19,771
2023-10-20,630
2023-10-21,526
2023-10-22,537
2023-10-23,676
2023-10-24,769
2023-10-25,756
2023-10-26,766
2023-10-27,673
2023-10-28,426
2023-10-29,624
2023-10-30,919
2023-10-31,811
2023-11-01,788
2023-11-02,871
2023-11-03,700
2023-11-04,512
2023-11-05,619
2023-11-06,748
2023-11-07,784
2023-11-08,887
2023-11-09,782
2023-11-10,636
2023-11-11,443
2023-11-12,477
2023-11-13,736
2023-11-14,736
2023-11-15,790
2023-11-16,759
2023-11-17,683
2023-11-18,487
2023-11-19,521
2023-11-20,794
2023-11-21,762
2023-11-22,749
2023-11-23,693
2023-11-24,655
2023-11-25,423
2023-11-26,542
2023-11-27,748
2023-11-28,785
2023-11-29,766
2023-11-30,832
2023-12-01,734
2023-12-02,496
2023-12-03,478
2023-12-04,742
2023-12-05,761
2023-12-06,726
2023-12-07,732
2023-12-08,683
2023-12-09,523
2023-12-10,602
2023-12-11,827
2023-12-12,796
2023-12-13,698
2023-12-14,721
2023-12-15,640
2023-12-16,395
2023-12-17,440
2023-12-18,702
2023-12-19,676
2023-12-20,677
2023-12-21,571
2023-12-22,497
2023-12-23,347
2023-12-24,329
2023-12-25,349
2023-12-26,486
2023-12-27,522
2023-12-28,495
2023-12-29,460
2023-12-30,306
2023-12-31,316
2024-01-01,385
2024-01-02,609
2024-01-03,627
2024-01-04,684
2024-01-05,635
2024-01-06,493
2024-01-07,576
2024-01-08,722
2024-01-09,872
2024-01-10,772
2024-01-11,878
2024-01-12,703
2024-01-13,532
2024-01-14,552
2024-01-15,816
2024-01-16,851
2024-01-17,872
2024-01-18,849
2024-01-19,798
2024-01-20,481
2024-01-21,643
2024-01-22,829
2024-01-23,867
2024-01-24,850
2024-01-25,765
2024-01-26,760
2024-01-27,526
2024-01-28,576
2024-01-29,843
2024-01-30,859
2024-01-31,853
2024-02-01,704
2024-02-02,670
2024-02-03,531
2024-02-04,560
2024-02-05,899
2024-02-06,927
2024-02-07,753
2024-02-08,692
2024-02-09,636
2024-02-10,449
2024-02-11,465
2024-02-12,701
2024-02-13,705
2024-02-14,741
2024-02-15,762
2024-02-16,655
2024-02-17,451
2024-02-18,576
2024-02-19,727
2024-02-20,738
2024-02-21,729
2024-02-22,827
2024-02-23,621
2024-02-24,438
2024-02-25,508
2024-02-26,772
2024-02-27,736
2024-02-28,832
2024-02-29,832
2024-03-01,769
2024-03-02,504
2024-03-03,596
2024-03-04,794
2024-03-05,923
2024-03-06,999
2024-03-07,816
2024-03-08,753
2024-03-09,572
2024-03-10,634
2024-03-11,814
2024-03-12,1016
2024-03-13,995
2024-03-14,904
2024-03-15,822
2024-03-16,465
2024-03-17,486
2024-03-18,768
2024-03-19,768
2024-03-20,733
2024-03-21,748
2024-03-22,691
2024-03-23,463
2024-03-24,515
2024-03-25,653
2024-03-26,671
2024-03-27,648
2024-03-28,630
2024-03-29,563
2024-03-30,424
2024-03-31,450
2024-04-01,621
